file_read_count,file_write_count,file_delete_count,file_rename_count,file_encrypt_like_count,changed_files_count,random_extension_flag,entropy_diff_mean,file_size_diff_mean,label
3,3,0,0,0,6,0,0.27025737479640977,-20.328947006521247,benign
4,3,2,1,1,10,0,-0.18166262806999262,219.07174856737953,ransomware
2,6,1,1,0,10,0,-0.02031414135139635,211.6169889019911,ransomware
1,1,0,2,1,4,0,0.1250804074167559,11.479352330789453,benign
3,3,0,0,0,6,0,-0.08765786823648279,-84.56507017940663,benign
5,3,0,0,0,8,0,0.12889580375169502,325.4349135667939,benign
3,7,0,0,0,10,0,0.2794767924979436,719.1135763775443,benign
2,6,0,0,0,8,0,-0.2500169435153573,340.65378105802205,benign
4,4,0,0,0,8,0,-0.1620170052595024,-173.8259488105944,benign
6,8,1,3,1,18,1,0.10034398342717696,-228.40058050621428,ransomware
0,4,0,0,0,4,0,0.10369737827952707,-24.260399714327264,benign
3,1,1,0,0,5,0,-0.1360308605637981,258.1507789977911,benign
5,3,0,0,0,8,0,-0.014170657801926986,-110.53061303769704,benign
1,3,0,0,0,4,0,-0.23107753357760527,458.6027279937112,benign
1,12,2,2,1,17,0,0.24391008058311603,579.1919247668097,ransomware
3,7,1,4,1,15,1,-0.25563295702812383,-70.4692826490346,ransomware
4,5,0,1,0,10,0,0.3873686547031882,-35.40124471333189,benign
1,1,0,0,0,2,0,0.025176806412272715,137.67706974230518,benign
4,5,0,0,0,9,0,0.1714805954304357,424.63083642414557,benign
6,4,0,2,0,12,0,0.10249511505529962,-257.12490134726573,benign
3,3,0,0,0,6,0,0.07409045467403387,108.19012374320133,benign
6,3,0,0,0,9,0,-0.15726531033583477,69.77020077857824,benign
1,3,0,0,0,4,0,0.008003800397431041,307.5884559843764,benign
4,3,0,0,0,7,0,0.06264673571173437,119.30036011055981,benign
9,0,0,1,0,10,0,-0.2523451860365587,-323.91893476369313,benign
4,4,1,0,0,9,0,0.3503563504012159,10.902584526789497,ransomware
3,3,0,2,0,8,0,0.1905042083386196,507.2766165269322,benign
2,3,1,0,0,6,0,0.46918296854562713,-416.8462134163415,benign
2,3,0,0,0,5,0,0.2638000894614232,-262.88350201664537,benign
2,3,0,1,1,6,0,0.458131716453326,-524.349783771236,ransomware
1,2,0,0,0,3,0,-0.08904255300800495,-57.753169297059685,benign
7,5,1,0,0,13,0,0.3992528124811684,452.60224623759586,benign
4,4,1,0,1,9,0,0.47549206905892377,402.7691050983557,ransomware
1,1,0,2,0,4,0,-0.017508108465002198,15.569327873007792,benign
1,3,0,0,0,4,0,0.12235929849304178,49.37090680459924,benign
1,2,1,0,0,4,0,-0.19642035010629585,-44.853047163291706,benign
2,7,0,1,0,10,0,-0.28939848260730433,542.5756667235095,benign
1,2,0,1,0,4,0,-0.08844669219529963,293.5703069544195,benign
5,2,0,0,0,7,0,-0.5390278202463317,105.24203692041687,benign
3,5,1,0,0,9,0,-0.008482604494901798,93.07372047192892,benign
1,6,2,4,1,13,1,0.0629330093696412,437.6158990387289,ransomware
3,5,0,1,0,9,0,-0.375435584296483,464.23165979898096,benign
2,6,0,0,0,8,0,0.11237212113502575,205.49935727452726,benign
4,4,0,2,0,10,0,-0.15069171286907582,231.2067958324062,benign
3,4,0,1,0,8,0,-0.13526162122484095,-340.3793313926577,benign
4,3,0,0,0,7,0,0.4995747410124982,331.61533415652775,benign
1,2,0,0,1,3,0,-0.1634457360116246,-35.50435505333593,benign
4,3,0,0,0,7,0,0.43284278150275435,-341.31661664049847,benign
3,1,0,0,0,4,0,-0.28274776788464906,-219.7064317738421,benign
2,2,0,0,0,4,0,0.5888136742396831,120.44838486728874,benign
3,5,0,1,0,9,0,-0.03424839892706498,66.94467853394116,benign
7,3,0,0,0,10,0,-0.1410667228339818,30.521537162726613,benign
2,3,1,1,0,7,0,-0.2133154979114782,604.7856519371961,benign
4,2,1,4,1,11,1,0.2870235476761645,-103.991283270905,ransomware
1,2,0,2,0,5,0,-0.2293032324658353,-292.8936116981081,benign
2,5,0,1,0,8,0,0.10635411586415838,-124.45862910987665,benign
4,3,0,2,0,9,0,-0.3077879216851598,-262.7293640917992,benign
5,6,1,0,1,12,0,0.042924708582382176,194.3065898067979,ransomware
2,13,1,1,1,17,0,0.36620199784113827,545.1292564797861,ransomware
2,3,0,1,0,6,0,-0.13384842183966436,-343.6988211528125,benign
6,1,0,0,0,7,0,0.029576132911953518,-91.04849662758004,benign
3,5,0,1,0,9,0,0.2447440538553891,-111.08944097605914,ransomware
0,3,0,0,0,3,0,0.07426663201710698,286.33277110948814,benign
2,2,0,1,0,5,0,0.0633537432555,-72.8742531759022,benign
3,2,0,0,0,5,0,0.35987634020993986,8.58690859790067,benign
4,2,0,0,0,6,0,0.337803006112207,543.9617185034222,benign
5,7,0,0,1,12,0,-0.03846464241147182,663.4628072682615,ransomware
0,10,2,1,1,13,0,0.19951241134271008,150.231723462464,ransomware
3,4,0,1,0,8,0,-0.22277977011557423,-7.666254381097687,benign
4,8,1,0,0,13,0,-0.003840269369732141,-90.71410610005137,benign
0,1,0,1,0,2,0,0.1508278947607587,243.1824317511436,benign
5,0,0,0,0,5,0,-0.027922661057849987,-476.5704295935852,benign
1,13,1,4,0,19,1,-0.4587032390389576,377.60893629209045,ransomware
4,7,2,1,1,14,0,0.48804343641603143,501.2403928435549,ransomware
4,4,0,3,1,11,1,0.5749651571672927,388.2360192998907,ransomware
1,3,0,0,0,4,0,0.04354634749270704,-93.46196108962198,benign
6,3,1,0,0,10,0,0.09210118737529147,-503.07696689208956,benign
2,3,0,0,0,5,0,0.11453526188123746,667.4072934203025,benign
2,11,1,0,1,14,0,0.4760499975561071,596.9009210051587,ransomware
2,1,0,0,0,3,0,-0.23105925995631071,-210.6507851500678,benign
5,2,0,1,0,8,0,0.2494456004405761,-109.50867901620938,benign
5,0,1,0,0,6,0,0.15894842889204475,-395.0028785639373,benign
3,0,0,1,0,4,0,0.17453252734582975,348.6914301882838,benign
5,3,0,0,0,8,0,0.48876794237476084,-95.13765178153076,benign
2,2,0,0,0,4,0,-0.20713897892003177,-441.55078614422087,benign
4,0,0,0,0,4,0,-0.1945277872593961,119.08407129226181,benign
0,4,1,0,0,5,0,-0.2522371358959244,4.610848799131276,benign
3,1,0,0,0,4,0,-0.10559789571278438,-449.1966883958943,benign
1,2,0,1,0,4,0,-0.30429725772479316,105.94812026119716,benign
4,4,0,0,0,8,0,-0.154162925208124,263.6444728613259,benign
8,5,0,0,0,13,0,-0.0029000402396245906,206.93011569406661,benign
4,2,0,2,0,8,0,-0.22039753301711826,-226.42180826191924,benign
2,3,0,1,0,6,0,0.06508465871998739,492.9353284648784,benign
3,7,0,1,0,11,0,0.41035475859011317,-319.70225500749655,benign
2,10,1,2,1,15,0,0.2722545500459111,583.592671118105,ransomware
0,4,1,1,0,6,0,-0.5863472649492504,66.5427147614941,benign
2,3,0,0,0,5,0,0.435491681329358,-112.21594525573451,benign
4,4,0,0,0,8,0,0.051888392481141146,-224.84823989957437,benign
2,2,0,0,0,4,0,-0.07460764583063599,415.6937279224181,benign
2,4,0,0,0,6,0,0.1277490251966323,155.29052934694846,benign
5,2,0,0,0,7,0,0.13930275521569807,121.00450707660308,benign
1,8,0,1,1,10,0,-0.11221832877341459,939.7673641359609,ransomware
4,7,0,1,0,12,0,-0.4546429891452555,46.514193010689866,benign
5,11,2,1,1,19,0,0.2615107579026862,620.5134090062471,ransomware
5,1,0,0,0,6,0,-0.027289066665219117,-105.1844025448253,benign
3,8,1,5,1,17,1,-0.018139805285455418,432.5365852388653,ransomware
6,3,2,0,0,11,0,0.2998865582157376,-399.45795656036313,benign
2,4,0,0,0,6,0,0.059084576551064284,82.94915378949817,benign
3,3,0,0,0,6,0,-0.4962292480976307,-304.4226268576293,benign
2,1,0,1,0,4,0,0.012968773001573983,-336.43323431004967,benign
4,2,0,0,0,6,0,-0.06970014839083101,86.40634612070149,benign
4,1,0,0,0,5,0,0.28409849514568586,93.04382542610738,benign
4,2,0,0,0,6,0,0.10768107377724294,-300.811394399037,benign
3,4,1,0,0,8,0,-0.20988777660896163,8.896589093017099,benign
1,1,0,1,0,3,0,-0.3699250983628832,107.40166993978177,benign
5,7,2,1,0,15,0,-0.13884356551721075,-386.5620413257582,ransomware
3,12,2,3,0,20,1,0.26381807249564676,-195.33665426770278,ransomware
5,8,2,5,1,20,1,0.16467761152643395,448.9210144992918,ransomware
4,2,0,1,0,7,0,-0.12506785940307277,170.01951332731372,benign
2,0,0,1,0,3,0,-0.0740260470134981,-17.886577890165356,benign
1,13,1,1,1,16,0,0.1598172601703261,602.3063477324142,ransomware
0,2,0,0,0,2,0,0.366198980007916,-393.4418276135679,benign
1,1,0,0,1,2,0,0.20876214754040823,-400.2570852441178,ransomware
1,9,5,4,1,19,1,0.18505020918016069,297.6792128218033,ransomware
0,7,1,4,1,12,1,0.3826732755089794,602.4428218442858,ransomware
3,5,0,1,0,9,0,0.17151298338020932,128.99076000772857,benign
2,4,1,0,0,7,0,0.0512565303717942,-421.69631375268756,benign
0,11,2,4,1,17,1,-0.2725840568091709,1193.605632298455,ransomware
1,3,0,0,0,4,0,-0.02364685760295239,-489.12908314833373,benign
5,3,1,0,0,9,0,-0.4820870825468496,335.30404422449527,benign
5,6,0,1,0,12,0,0.3442806052201352,152.88975280328543,benign
3,4,0,3,1,10,1,0.07583080654975788,468.5792905147836,ransomware
3,2,0,0,0,5,0,0.05669862012400616,385.4770466627933,benign
0,3,1,1,0,5,0,0.271363849486443,421.013695440118,benign
1,1,1,0,0,3,0,0.06736000737653328,-64.60620559619123,benign
2,3,1,0,0,6,0,-0.23745082561685446,-269.8282547967853,benign
6,4,3,1,1,14,0,0.1345185245477467,71.17009056945062,ransomware
3,2,0,1,0,6,0,-0.40605733459988086,-4.626359453904968,benign
3,5,0,0,0,8,0,0.11684763771290983,236.26860218387503,benign
5,6,1,0,1,12,0,-0.08072174636067603,913.7834462002165,ransomware
2,1,0,0,0,3,0,0.20888567991016826,201.8845529101531,benign
1,4,0,0,0,5,0,0.17446256531197973,-91.90417288318935,benign
5,2,2,1,0,10,0,-0.4727817616917684,121.17346728336807,benign
5,3,0,1,0,9,0,0.17629452718027894,-133.61729510698402,benign
2,1,0,1,0,4,0,-0.20611611273397892,227.8269282017931,benign
4,4,1,1,1,10,0,-0.25171764078200387,76.08774578588424,ransomware
1,10,1,0,1,12,0,-0.025022843900398495,13.555180483509105,ransomware
4,7,0,2,1,13,0,0.2116832979793703,357.6884759471312,ransomware
5,5,0,6,1,16,1,-0.18094764086908516,566.8192821328279,ransomware
1,6,0,2,0,9,0,-0.16515769875752798,496.2939050443884,benign
3,2,1,0,0,6,0,0.050552879212251454,395.7425352193058,benign
2,6,1,2,0,11,0,-0.29433176243399056,607.9492920981236,ransomware
4,2,0,1,0,7,0,0.004858603033237268,-26.468967480720437,benign
3,4,0,0,0,7,0,0.4097804880465541,373.7150729258957,benign
2,7,2,2,1,13,0,0.02492004831849831,590.4182491040071,ransomware
0,5,0,2,1,7,0,0.015956646616198666,129.26968144057486,ransomware
1,2,1,0,0,4,0,0.10862709548279856,-268.5481466814449,benign
6,4,0,0,0,10,0,0.16213828128318905,301.3094583160931,benign
3,1,0,2,0,6,0,0.004688307000377137,127.25800928639099,benign
4,1,0,0,1,5,0,0.5397781070661466,288.90855297337293,benign
0,1,0,2,0,3,0,-0.032341723863078736,-191.70578745612343,benign
2,5,0,0,0,7,0,-0.02418235371364018,470.37869014323246,benign
4,4,0,1,0,9,0,-0.07900883227578298,399.44750089978817,benign
2,1,1,1,0,5,0,-0.4382784640459936,189.59205797472168,benign
4,2,2,0,0,8,0,-0.22825583656930218,-269.135263219168,benign
7,1,1,1,0,10,0,0.43063922464984716,-36.09850086474345,benign
3,2,1,0,0,6,0,0.06206707762197633,-150.25609008306614,benign
2,15,2,0,1,19,0,-0.12961113126780965,562.0078039475455,ransomware
6,3,0,0,0,9,0,0.26589129924009985,166.47840579156232,benign
6,6,1,0,0,13,0,0.13277061407589194,680.4057229386093,benign
1,3,0,1,0,5,0,0.14927864330283488,79.3384019875183,benign
5,10,2,3,1,20,1,-0.0007255533959144855,-73.88472618488942,ransomware
2,2,1,0,0,5,0,0.22888530684177982,-151.89819771812432,benign
4,1,0,0,0,5,0,0.19349147396654176,-53.8609891128319,benign
2,1,0,0,0,3,0,0.15728707065206687,-428.02191585818105,benign
1,3,0,0,0,4,0,0.38075348813884813,-222.37890848234946,benign
4,3,0,0,0,7,0,0.16399622623854662,294.05893234135095,benign
2,2,0,0,0,4,0,0.21562391289546987,69.758954459803,benign
4,5,0,0,0,9,0,0.17064027108614832,246.7871026195375,benign
0,2,0,0,0,2,0,-0.10857065434451608,-106.95461716001711,benign
1,4,2,5,1,12,1,0.21718344142665225,230.20851261353258,ransomware
1,2,0,0,0,3,0,-0.36801585062072334,-160.32737692043327,benign
1,5,0,0,0,6,0,0.5123546814049701,350.2705352345271,benign
4,9,0,2,1,15,0,0.13729419083193387,239.470824696196,ransomware
5,2,0,0,0,7,0,-0.3507429727661238,-521.6392994939372,benign
1,3,0,0,0,4,0,-0.15432602027393516,58.16488255644799,benign
6,6,0,1,0,13,0,0.3779234364531874,81.16651286484911,benign
6,4,0,0,0,10,0,0.2779386629251125,73.10811308716097,benign
4,5,0,1,1,10,0,0.29218099082269045,114.33533370049258,ransomware
3,9,0,2,1,14,0,0.08166022268628552,151.63559638081432,ransomware
3,1,0,0,0,4,0,-0.12645327894511724,127.64585756082757,benign
4,4,0,0,0,8,0,-0.19272061888721578,379.2838413244707,benign
3,3,0,1,0,7,0,-0.04367212276734113,-162.2342220845333,benign
7,4,0,0,0,11,0,0.6126748659489899,443.86434315507927,benign
0,4,0,0,0,4,0,0.07275095263772566,125.01362892362138,benign
5,1,1,0,0,7,0,-0.2074221164277054,145.8565768968279,benign
1,2,0,0,0,3,0,0.5107074138202146,243.87443767262133,benign
1,3,1,0,1,5,0,-0.2668208739536563,173.12781705228167,benign
5,4,0,0,0,9,0,0.24970234388027818,-43.13987744770873,benign
4,8,1,1,1,14,0,-0.6460118682404441,296.3273392060671,ransomware
3,2,0,1,0,6,0,-0.15590502417856406,-132.88851268944893,benign
3,5,0,1,0,9,0,-0.3902722634479598,5.392032915322446,benign
3,5,0,0,0,8,0,0.019930419373264174,-281.57978888139763,benign
3,3,0,1,0,7,0,-0.2175454731167379,202.08048291558745,benign
2,3,0,0,0,5,0,0.275985111552684,-326.27187017941816,benign
3,1,0,0,0,4,0,-0.10959201596185537,-139.97633611294992,benign
5,8,0,2,1,15,0,0.05064893674110782,653.2124736841881,ransomware
3,4,0,0,0,7,0,0.04381521757524185,-47.2190745709367,benign
6,1,0,0,1,7,0,-0.10097020334164815,672.4271741249133,benign
3,1,0,2,0,6,0,0.1051074187444423,-43.91323733469325,benign
3,3,0,0,0,6,0,0.20896860938266948,141.6233391226199,benign
2,10,0,1,1,13,0,0.4015436188037982,155.95388801814593,ransomware
5,4,0,0,0,9,0,-0.38719053962802874,207.99412017833362,benign
1,4,0,0,0,5,0,0.06414679112385192,-338.89971945195083,benign
2,4,0,0,0,6,0,-0.2892924084657668,-431.58773186904756,benign
3,4,0,0,0,7,0,-0.09769730548976124,-201.69947124003102,benign
3,3,0,1,0,7,0,-0.1687840116004504,148.9502587517867,benign
3,4,0,1,0,8,0,-0.1847588552612605,363.38421491473895,benign
2,2,0,0,0,4,0,0.024997423456271206,380.29848262333593,benign
2,2,0,0,0,4,0,-0.2236346721147094,-111.5780487279842,benign
1,0,0,0,0,1,0,0.2465477960486564,-149.68113445385555,benign
5,7,0,0,0,12,0,0.13685659175775355,283.4882572015605,benign
3,7,1,0,0,11,0,-0.013061873272647975,26.222253495014712,benign
5,3,0,0,0,8,0,0.06856591630767503,554.8339534316731,benign
4,5,0,0,0,9,0,0.4967549845528472,-20.77811097425996,benign
1,0,0,0,0,1,0,0.45997651528963074,77.75130115704616,benign
2,8,1,1,0,12,0,0.09020588211938431,418.9038934314212,ransomware
3,2,0,0,0,5,0,-0.1145894698796875,-688.7301619862735,benign
4,4,0,0,0,8,0,-0.11848798153793638,-455.1445400796954,benign
7,1,1,3,0,12,1,0.24500104578284287,-168.50218756978853,benign
3,3,0,0,0,6,0,0.2273036161853912,577.6102609182875,benign
1,1,0,1,0,3,0,0.3487357694118938,-217.51363745638383,benign
1,3,0,0,0,4,0,0.05281025743497357,356.4653789019311,benign
2,7,1,2,0,12,0,0.09690526086584886,176.0312042027576,ransomware
3,1,0,0,0,4,0,0.46291964501873334,-242.42600847148861,benign
2,4,0,0,0,6,0,0.27717779774970736,-28.4897317380954,benign
2,2,0,0,0,4,0,0.18686900535781475,358.23500295813665,benign
3,2,1,0,0,6,0,0.20567517742045457,117.78475336636984,benign
2,1,0,1,0,4,0,0.046439956211817464,-462.45703192009273,benign
5,7,0,1,0,13,0,0.324767832589489,457.59022379433105,ransomware
4,3,0,0,1,7,0,0.11595241289303423,199.87897712088494,benign
5,9,1,3,0,18,1,0.2569701266927026,404.9052936425785,ransomware
2,8,1,1,1,12,0,-0.3732679301751238,418.16262266252204,ransomware
3,2,0,1,0,6,0,0.09165497439498055,220.48005667548932,benign
4,5,0,0,0,9,0,0.37968146545982717,-370.7071105674821,benign
4,5,1,1,0,11,0,-0.5782532999202148,358.6155561789503,benign
4,6,0,0,0,10,0,0.03467612799271211,501.4261215612786,benign
4,2,0,0,0,6,0,0.1642922469359584,-90.15675321949104,benign
4,1,0,0,0,5,0,-0.10448528208772091,639.2473005730055,benign
1,2,0,0,0,3,0,-0.4154470851038854,-165.80077523809774,benign
5,4,0,0,0,9,0,0.26922637278855244,-255.0829361261877,benign
4,4,2,2,1,12,0,0.03458742195709945,389.93853697162626,ransomware
2,3,1,0,0,6,0,0.19346383555385535,233.9295469829816,benign
2,7,0,1,0,10,0,0.15115494443336847,201.26581446490624,ransomware
1,4,0,0,0,5,0,-0.0038973674341063885,143.50647542083811,benign
4,2,1,0,0,7,0,-0.054252347167861856,-191.0988519867345,benign
3,2,1,0,0,6,0,-0.13790909951674496,310.2919382524661,benign
2,2,0,0,0,4,0,-0.2809599009991043,-187.2903982335383,benign
2,2,0,2,1,6,0,0.19265959087345758,367.8174674154062,ransomware
3,2,0,0,0,5,0,-0.22100173331122325,304.3003660357578,benign
2,6,0,1,1,9,0,0.041406172266187716,-132.53908913511884,ransomware
2,10,0,0,0,12,0,-0.21740553967278423,-394.81493777836954,benign
1,2,1,0,0,4,0,0.11845107132524713,474.53051832119496,benign
5,7,0,2,1,14,0,-0.15377175065111062,419.4376854498903,ransomware
4,11,0,3,0,18,1,0.30333810648459597,492.88540276081824,ransomware
1,0,0,0,1,1,0,0.012573118173707334,-46.31708398858356,ransomware
3,7,0,0,0,10,0,-0.13382985833629701,185.49185556079038,benign
